tree_id,block_id,tree_dbh,stump_diam
536,343368,16,0
537,349684,14,0
538,349684,13,0
539,349684,11,0
540,349687,8,0
541,349687,11,0
542,349687,13,0
543,349687,12,0
544,342452,7,0
545,342452,24,0
546,342452,19,0
547,342452,3,0
548,342453,3,0
549,342453,4,0
550,342453,6,0
551,342453,11,0
552,344023,17,0
553,344023,19,0
554,344023,19,0
555,344023,17,0
556,344023,15,0
557,344023,13,0
558,344023,15,0
559,342454,0,27
560,342454,16,0
561,342454,15,0
562,342454,0,20
563,342454,17,0
564,342454,16,0
565,349688,4,0
566,349688,10,0
567,349688,9,0
568,349688,14,0
569,349688,11,0
570,349688,12,0
571,349688,8,0
572,349688,9,0
573,349688,9,0
574,349688,13,0
575,349688,14,0
576,349688,7,0
577,349688,11,0
578,349688,14,0
579,349688,3,0
580,349688,7,0
587,342455,16,0
588,342455,17,0
589,342455,13,0
590,342455,14,0
591,342455,16,0
592,342456,12,0
593,342456,4,0
594,342457,5,0
595,342457,3,0
596,342457,16,0
597,342457,11,0
598,342457,9,0
599,342457,9,0
604,324495,10,0
605,324495,8,0
606,324495,10,0
607,324495,11,0
608,324495,11,0
609,324495,8,0
610,324495,11,0
611,324495,11,0
612,324495,11,0
613,324495,9,0
614,324495,11,0
615,324495,10,0
616,324495,9,0
617,324495,5,0
618,324495,12,0
619,324495,11,0
620,324495,13,0
621,324495,9,0
622,324495,15,0
623,324495,16,0
624,324495,12,0
625,324495,7,0
626,342458,10,0
627,342458,6,0
628,342458,9,0
629,342458,5,0
630,342458,9,0
631,342458,6,0
632,342458,6,0
633,400788,3,0
634,400788,3,0
635,400788,5,0
636,400788,4,0
637,400788,4,0
638,400788,4,0
639,400788,4,0
640,400788,6,0
641,400788,4,0
642,400788,7,0
643,400788,6,0
644,400788,7,0
645,400787,6,0
646,400787,5,0
647,400787,7,0
648,400787,8,0
649,400787,20,0
650,400787,9,0
651,400787,11,0
652,400787,11,0
653,400787,10,0
654,400787,9,0
655,400787,11,0
656,400787,12,0
657,400787,10,0
658,344037,18,0
659,344037,7,0
660,344037,4,0
661,344037,4,0
662,344037,4,0
663,344037,4,0
664,344037,3,0
665,344037,19,0
666,344037,12,0
667,400789,3,0
668,400789,4,0
669,400789,5,0
670,400789,4,0
671,400789,4,0
672,400789,17,0
673,400789,15,0
674,400789,8,0
675,324274,4,0
676,324274,5,0
677,324274,6,0
678,324274,25,0
679,324274,6,0
680,344033,11,0
681,344033,3,0
682,344033,3,0
683,344033,15,0
684,344033,4,0
685,324275,14,0
686,324275,12,0
687,324275,15,0
688,344034,2,0
689,344034,3,0
690,344034,2,0
691,324346,11,0
692,324346,11,0
693,324346,14,0
694,324346,12,0
695,324346,15,0
696,506799,12,0
697,506799,8,0
698,506799,9,0
699,506799,9,0
700,506799,8,0
701,506799,7,0
702,506799,12,0
703,506799,15,0
704,506799,4,0
705,506799,11,0
706,506799,0,10
707,330413,6,0
708,330413,7,0
709,330413,9,0
710,330413,38,0
711,330413,6,0
712,330413,3,0
713,324345,15,0
714,324345,11,0
715,324345,5,0
716,324345,4,0
717,506834,2,0
718,506834,13,0
719,506834,21,0
720,506834,26,0
721,506834,4,0
722,342451,18,0
723,342451,10,0
724,342451,17,0
725,342451,20,0
726,342451,19,0
727,342449,21,0
728,342449,19,0
729,342449,18,0
730,342449,18,0
731,342449,17,0
732,342447,24,0
733,342447,27,0
734,342447,22,0
735,342447,21,0
736,342447,9,0
737,342450,17,0
738,342450,17,0
739,342450,19,0
740,342450,28,0
741,342450,21,0
747,342448,11,0
748,342448,23,0
749,342448,28,0
750,342448,7,0
751,342448,33,0
752,342446,30,0
753,342446,5,0
754,342446,26,0
755,342446,27,0
756,342446,22,0
757,506915,2,0
758,506915,2,0
759,506894,2,0
760,506894,3,0
761,506894,4,0
762,506894,3,0
763,507002,3,0
764,507002,12,0
765,507002,17,0
766,507002,15,0
767,104039,2,0
768,104039,3,0
769,104039,3,0
770,104039,6,0
771,104039,6,0
772,104039,6,0
773,104039,6,0
774,506912,18,0
775,506912,13,0
776,506912,25,0
777,506912,25,0
778,506912,22,0
779,506912,25,0
780,506912,21,0
781,506912,19,0
782,104054,3,0
783,104054,3,0
784,104054,3,0
785,506891,4,0
786,506891,4,0
787,506891,19,0
788,506891,4,0
789,506891,4,0
790,506891,24,0
791,506891,27,0
792,506891,20,0
793,342425,0,3
794,342425,19,0
795,342425,5,0
796,342425,12,0
797,104076,26,0
798,104076,13,0
799,104076,7,0
800,104076,13,0
801,104076,4,0
802,104076,20,0
803,104076,5,0
804,104076,14,0
805,104076,20,0
806,104000,11,0
807,104000,3,0
808,104000,4,0
815,342424,19,0
816,342424,4,0
817,342424,17,0
818,342424,0,22
826,342426,24,0
827,342426,15,0
828,342426,7,0
829,342426,5,0
830,104053,4,0
831,104053,5,0
832,104053,5,0
833,104121,4,0
834,104121,4,0
835,104121,4,0
836,104121,8,0
837,104121,4,0
838,104121,4,0
839,104121,7,0
840,104121,6,0
841,104121,10,0
842,104121,8,0
843,104121,11,0
844,104121,2,0
845,104121,9,0
846,104121,8,0
847,104121,4,0
848,104121,3,0
849,506856,3,0
850,506856,2,0
851,506856,2,0
852,342445,22,0
853,342445,22,0
854,342445,24,0
855,342445,23,0
856,342445,20,0
857,342445,21,0
858,506892,5,0
859,506892,6,0
860,506892,7,0
861,506892,4,0
862,342423,2,0
863,342423,15,0
864,342423,19,0
865,342423,20,0
866,342427,4,0
867,342427,4,0
868,342427,7,0
869,342427,2,0
870,342421,17,0
871,342421,10,0
872,342421,3,0
873,342421,0,11
874,104056,2,0
875,104056,10,0
876,104065,11,0
877,104065,4,0
878,104065,4,0
879,104065,3,0
880,104065,13,0
881,104065,3,0
882,104065,3,0
883,104065,3,0
884,104065,3,0
885,104065,4,0
886,104065,3,0
887,104065,3,0
888,104065,3,0
889,104065,14,0
890,104065,3,0
891,104115,9,0
892,104115,9,0
893,104115,9,0
894,104115,10,0
895,342429,20,0
896,342429,14,0
897,342429,19,0
898,342429,16,0
899,342422,22,0
900,342422,22,0
901,342422,17,0
902,342422,18,0
903,104021,9,0
904,104021,9,0
905,104021,7,0
906,104021,9,0
907,104021,3,0
908,104021,14,0
909,104021,13,0
910,104021,15,0
911,104021,16,0
912,342428,18,0
913,342428,21,0
914,342428,3,0
915,104119,8,0
916,104119,3,0
917,104119,9,0
918,104119,8,0
919,104119,11,0
920,104119,9,0
921,104119,10,0
922,104119,0,5
923,506893,5,0
924,506893,11,0
925,506893,16,0
926,506893,3,0
927,506893,4,0
928,506893,3,0
929,506893,4,0
930,506893,5,0
931,506893,4,0
932,104116,10,0
933,104116,10,0
934,104116,12,0
935,104116,9,0
936,104116,9,0
937,104116,13,0
938,104116,11,0
939,104116,10,0
940,104116,3,0
941,104116,3,0
942,104116,3,0
943,104116,4,0
944,104116,3,0
945,507003,4,0
946,507003,4,0
947,507003,10,0
948,507003,25,0
949,507003,5,0
950,507003,5,0
951,507003,1,0
952,507003,34,0
953,507003,1,0
954,507003,1,0
955,507003,1,0
970,507000,15,0
971,104023,11,0
972,104023,11,0
973,104023,13,0
974,104023,7,0
975,104023,7,0
976,104023,12,0
977,104023,13,0
978,104023,3,0
979,506854,17,0
980,506854,14,0
981,506854,18,0
982,506854,15,0
983,506854,17,0
984,506854,14,0
985,506853,13,0
986,506853,20,0
987,506853,9,0
988,506853,11,0
989,506853,4,0
990,506853,9,0
991,506853,13,0
992,506853,9,0
993,506853,19,0
994,506853,20,0
995,506853,8,0
996,506853,8,0
997,324945,20,0
998,324945,19,0
999,324945,13,0
1000,324945,44,0
1001,324945,17,0
1002,324945,25,0
1003,104110,14,0
1004,104110,12,0
1005,104110,14,0
1006,104110,15,0
1007,104110,6,0
1008,104110,6,0
1009,104110,7,0
1010,104110,5,0
1011,104110,5,0
1012,104110,5,0
1013,104110,5,0
1014,104110,3,0
1015,104111,9,0
1016,104111,9,0
1017,104036,17,0
1018,104036,13,0
1019,104036,3,0
1020,104036,13,0
1021,215628,20,0
1022,215628,20,0
1023,215628,18,0
1024,215628,18,0
1025,215628,21,0
1026,215628,20,0
1027,215628,19,0
1028,215628,22,0
1029,215628,18,0
1030,215628,21,0
1031,215628,25,0
1032,215628,21,0
1033,215628,21,0
1034,207983,18,0
1035,207983,20,0
1036,207983,18,0
1037,207983,23,0
1038,207983,23,0
1039,207983,23,0
1040,207983,18,0
1041,207983,24,0
1042,207983,22,0
1043,207983,2,0
1044,208020,7,0
1045,208020,2,0
1046,208020,0,11
1047,208020,0,19
1048,208015,21,0
1049,208015,14,0
1050,208015,20,0
1051,208015,13,0
1052,208015,2,0
1053,208015,18,0
1054,208015,2,0
1055,208015,2,0
1056,208015,0,31
1057,208015,0,25
1058,208015,0,31
1059,208015,0,25
1060,208015,11,0
1074,208019,22,0
1075,208019,2,0
1076,208019,18,0
1077,208019,17,0
1078,208019,18,0
1079,208019,21,0
1080,208018,22,0
1081,208018,16,0
1082,208018,16,0
1083,208018,18,0
1084,208018,15,0
1085,208018,23,0
1086,208018,0,5
1087,208018,0,6
1088,208018,13,0
1089,208017,19,0
1090,208017,7,0
1091,208021,16,0
1092,208021,16,0
1093,208021,20,0
1094,208021,15,0
1095,208021,18,0
1096,208021,1,0
1097,208021,15,0
1098,208021,10,0
1099,208021,24,0
1100,208021,18,0
1101,208021,2,0
1102,208021,3,0
1103,208021,2,0
1104,208021,17,0
1105,208021,12,0
1106,208021,14,0
1107,208021,17,0
1110,315272,23,0
1111,315272,18,0
1112,315272,12,0
1113,315272,13,0
1114,315272,23,0
1115,313879,3,0
1116,313879,17,0
1117,316220,8,0
1118,316220,8,0
1119,316220,8,0
1120,316220,4,0
1121,316220,9,0
1122,316220,22,0
1123,316220,2,0
1124,316220,14,0
1125,316220,23,0
1126,316220,20,0
1127,316220,23,0
1128,312797,3,0
1129,312797,7,0
1130,312797,3,0
1131,312797,6,0
1132,312797,4,0
1133,312797,12,0
1134,312797,4,0
1135,312797,4,0
1136,312797,2,0
1137,312797,6,0
1138,312797,4,0
1139,312797,3,0
1140,226868,17,0
1141,226868,19,0
1142,226868,4,0
1143,226868,19,0
1144,226868,15,0
1145,312799,14,0
1146,312799,17,0
1147,312799,20,0
1148,312799,2,0
1149,312799,16,0
1150,312799,3,0
1151,312799,12,0
1152,312799,10,0
1153,312799,11,0
1154,312799,4,0
1155,312799,11,0
1156,312799,0,4
1157,316377,30,0
1158,316377,8,0
1159,316377,4,0
1160,316377,39,0
1161,316377,3,0
1162,316377,7,0
1163,316221,11,0
1164,314490,18,0
1165,314490,22,0
1166,314490,19,0
1167,314490,21,0
1168,314490,7,0
1169,314490,21,0
1170,314490,2,0
1171,314490,16,0
1172,314490,11,0
1173,314489,20,0
1174,314489,21,0
1175,314489,22,0
1176,314489,8,0
1177,314489,16,0
1178,226833,2,0
1179,226833,23,0
1180,226833,14,0
1184,226832,14,0
1185,226832,13,0
1186,226832,0,20
1187,226832,0,21
1188,350037,15,0
1189,350037,19,0
1190,350037,28,0
1195,227387,17,0
1196,227387,16,0
1197,227387,12,0
1198,227387,11,0
1199,227387,11,0
1210,227386,6,0
